id,title,description,product_type,alias,mrp,price_display_amount,discount_percentage,product_tags,product_collections
16651,Alora 2.0|Blue Waist Coat Co-Ord Set,"The Alora Buttoned Set, upcycled from the Alora Classic Dress, features a button-down crop vest and a gathered skirt. Made from 100% cotton, it's fully biodegradable and eco-friendly.",Co-Ord,virgio,2580,2580,0,"Colour:Light Blue, Fabric:Cotton, Gender:Women, GID_VWWCO24231018, GroupID:VWWCO24231018, Print:Solid, StyleID:VWWCO2423101801","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Co-ords, Cotton Collection, Earth-friendly Fabrics, Essential Closet, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Reborn: The Upcyled Edit, The Figure, The Figure 8 Closet, The Hourglass Closet, The Rectangle Closet, TOP HOURGLASS, Vacation Vibe"
16654,Alora 2.0 Gathered Skirt|Blue Buttoned Gathered Skirt,"The Alora Buttoned Gathered Skirt, upcycled from the Alora Classic Dress, features a button-down gathered design. Constructed from 100% cotton, it is fully biodegradable and eco-friendly.",Skirt,virgio,1390,1390,0,"Colour:Light Blue, Fabric:Cotton, Gender:Women, GID_VWWSK24231017, GroupID:VWWSK24231017, partUpcycledItem, Print:Solid, StyleID:VWWSK2423101701","ALL COLLECTIONS, Bleed Blue, Bottomwear veronica, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Flat 20% Edit, Hidden Gems, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, The Hourglass Closet"
16657,Zarah 2.0|Baby Pink Ruffle Co Ord Set,"The Zarah Ruffled Set, upcycled from our classic dress into a chic two-piece, features a wide-shoulder crop top with elegant ruffles and a high-waisted tiered mini skirt. Made from 100% cotton, it is soft, lightweight, biodegradable, and eco-friendly.",Co-Ord,virgio,2580,2580,0,"Colour:Pink, Fabric:Cotton, Gender:Women, GID_VWWCO24231015, GroupID:VWWCO24231015, Print:Floral, StyleID:VWWCO2423101501","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Co-ords, Cotton Collection, Earth-friendly Fabrics, Essential Closet, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Bloom, Pink Snow, Reborn: The Upcyled Edit, Romance Yourself, The Figure, The Figure 8 Closet, The Hourglass Closet, The Rakhi Edit, The Rectangle Closet, Vacation Vibe"
16659,Alora 2.0 Vest Crop|Blue Crop Vest,"The Alora Buttoned Crop Vest, upcycled from the Alora Classic Dress, features a sleeveless button-down look. Made from 100% cotton, it's fully biodegradable and eco-friendly.",Top,virgio,1190,1190,0,"Colour:Light Blue, Fabric:Cotton, Gender:Women, GID_VWWTO24231016, GroupID:VWWTO24231016, partUpcycledItem, Print:Solid, StyleID:VWWTO2423101601","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Flat 20% Edit, Hidden Gems, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, The Figure, The Figure 8 Closet, The Hourglass Closet, Topwear"
16667,Amaira 2.0 Wrap Skirt|Floral Wrap Skirt,"The Amaira Wrap Skirt is an upcycled skirt featuring a black and white floral print designed in a wrap-up style, cinched at the waistline. Made from 100% viscose, it ensures a lightweight and comfortable fit and is constructed to be 100% biodegradable.",Skirt,virgio,1390,1390,0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWSK24231011, GroupID:VWWSK24231011, partUpcycledItem, Print:Floral, StyleID:VWWSK2423101101","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Crimson Night, Deep Black, discount year end sale, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, The Figure, The Figure 8 Closet, The Hourglass Closet, Viscose Collection"
16670,Amaira 2.0|Floral Wrap Set,"The Amaira Wrap Set is an upcycled two-piece outfit featuring a black and white floral print, designed with a square-neck crop top with styled sleeves and a matching wrap-up skirt. Made from 100% viscose, it ensures a lightweight and comfortable fit and is constructed to be 100% biodegradable.",Co-Ord,virgio,2580,2580,0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWCO24231012, GroupID:VWWCO24231012, Print:Floral, StyleID:VWWCO2423101201","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Co-ords, Crimson Night, Earth-friendly Fabrics, Essential Closet, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Reborn: The Upcyled Edit, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The Rakhi Edit, The Rectangle Closet, TOP HOURGLASS, Vacation Vibe, Viscose Collection"
16676,Kiana 2.0|Baby Blue Printed Co-Ord Set,"The Kiana Halter Set, upcycled from the Kiana Classic Dress, features a halter neck crop top and a wrap-style mini skirt with intricate detailing. Made from sustainable modal, it's soft, breathable, and eco-friendly.",Co-Ord,virgio,2580,2580,0,"Colour:White & Blue, Fabric:Modal, Gender:Women, GID_VWWCO24231009, GroupID:VWWCO24231009, Print:Floral, StyleID:VWWCO2423100901","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Co-ords, Earth-friendly Fabrics, Essential Closet, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Modal Collection, Natural Fabrics, Reborn: The Upcyled Edit, Romance Yourself, Summer Capsule, The Figure, The Figure 8 Closet, The Rectangle Closet, TOP HOURGLASS, Vacation Vibe, White Bloom"
16682,Ikrah2.0 Bustier|Leopard Print Bandeau Top,"The Ikrah Bandeau Top is an upcycled piece featuring a strapless design crafted in a leopard print, offering a sleek look. Made from 100% viscose, it is buoyant and 100% biodegradable.",Top,virgio,1390,1390,0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWTO24231005, GroupID:VWWTO24231005, Print:Animal, StyleID:VWWTO2423100501","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Crimson Night, Earth-friendly Fabrics, Essential Closet, Flash Sale, Flat 20% Edit, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Reborn: The Upcyled Edit, The Figure, The Figure 8 Closet, The Pear Closet, The Rectangle Closet, Tops, Topwear, Vacation Vibe, Viscose Collection"
16685,Ikrah 2.0 Ruffle Top|Statement Bandeau Top,"The Ikrah Statement Bandeau is an upcycled piece with a unique and daring strapless design and dramatic side flares. Made from 100% viscose, this bodysuit is soft, breathable, and eco-friendly.",Top,virgio,1390,1390,0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWTO24231006, GroupID:VWWTO24231006, Print:Animal, StyleID:VWWTO2423100601","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Crimson Night, discount year end sale, Earth-friendly Fabrics, Essential Closet, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Reborn: The Upcyled Edit, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The Rectangle Closet, TOP HOURGLASS, Tops, Topwear, Vacation Vibe, Viscose Collection"
16690,Raahika 2.0 Top|Polka Dot Ruffle Crop Top,"The Raahika Polka Dot Top is an upcycled piece designed as a smocked crop top with ruffle shoulder straps. Constructed from 100% viscose, it is lightweight, fun, and 100% biodegradable.",Top,virgio,1190,1190,0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWTO24231001, GroupID:VWWTO24231001, partUpcycledItem, Print:Polka Dots, StyleID:VWWTO2423100101","ALL COLLECTIONS, Casual Essentials, Crimson Night, Deep Black, Earth-friendly Fabrics, Flash Sale, Flat 20% Edit, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, The Figure, The Figure 8 Closet, The Hourglass Closet, Topwear, Viscose Collection"
16694,Ziva 2.0 Dress|Puff Sleeved Printed Corset Harness Dress,"The Ziva Boho Dress is an upcycled outfit featuring a puff-sleeve dress with a black floral print corset harness, cinching the waistline. Made from 100% cotton, Ziva is breathable, eco-friendly, and biodegradable.",Dress,virgio,2490,2490,0,"Colour:Beige, Fabric:Cotton, Gender:Women, GID_VWWDR24231004, GroupID:VWWDR24231004, Print:Solid, StyleID:VWWDR2423100401","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Concert Collection, Cotton Collection, Discount Delights, discount year end sale, Dresses, Earth-friendly Fabrics, Essential Closet, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Reborn: The Upcyled Edit, The Figure, The Figure 8 Closet, The Hourglass Closet, The Rectangle Closet, TOP HOURGLASS, Vacation Vibe"
16697,Raahika 2.0|Polka Dot Ruffle Set,"The Raahika Polka Dot Set is an upcycled two-piece outfit crafted from the Raahika Classic Dress. This set includes a smocked crop top with tied shoulder straps and a matching wrap-style skirt with a ruffle hem. Constructed from 100% viscose, it is lightweight, fun, and 100% biodegradable.",Co-Ord,virgio,2580,2580,0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWCO24231003, GroupID:VWWCO24231003, Print:Polka Dots, StyleID:VWWCO2423100301","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Co-ords, Crimson Night, Earth-friendly Fabrics, Essential Closet, Flash Sale, Hidden Gems, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Reborn: The Upcyled Edit, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The Rakhi Edit, The Rectangle Closet, TOP HOURGLASS, Vacation Vibe, Viscose Collection"
16700,Raahika 2.0 Skirt|Polka Dot Ruffle Skirt,"The Raahika Polka Dot Skirt is an upcycled garment designed as a wrap-style skirt with a ruffle hem. Constructed from 100% viscose, it is lightweight, fun, and 100% biodegradable.",Skirt,virgio,1390,1390,0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWSK24231002, GroupID:VWWSK24231002, partUpcycledItem, Print:Polka Dots, StyleID:VWWSK2423100201","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Crimson Night, Deep Black, Earth-friendly Fabrics, Flash Sale, Flat 20% Edit, Hidden Gems, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, The Figure, The Figure 8 Closet, The Hourglass Closet, Viscose Collection"
16704,Phoebe|Schiffli Cotton Co-Ord,"Cute as a button. Thatâ€™s what this white crop top with ruffle sleeves makes you feel. Made from 100% soft cotton, this top is comfy with a hint of playfulness to it. Pattern Schiffli embroidery. Reminder: Cotton uses half the water as polyester, so you're making a sustainable choice with this fit.",Co-Ord,virgio,3480,3480,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWCO24160013, GroupID:VWWTO24160013, Print:Embroidered, StyleID:VWWCO2416001301","ALL COLLECTIONS, Boho'Scape, Brunch Ready, Casual Essentials, Content Creator Edit, Cotton Collection, Denim & Beyond, Earth-friendly Fabrics, Essential Closet, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Miras Style Closet, Natural Fabrics, Perfect Match, Perfect Match!, Pink Snow, Romance Yourself, Spotted_New Collection, Styles for Content, The Rectangle Closet, Vacation Vibe, White Bloom"
16708,Bryony| Contrast Broderie Anglais Co-Ord,"Radiating effortless charm, this white co-ord set showcases elegant puff sleeves, broderie anglais contrast embroidery, and a fitted skirt with a smocked waist. Made from soft cotton, it ensures you stay comfortable as you dance the night away. Plus, with cotton being a more sustainable choice, it's a big YAY!",Co-Ord,virgio,3830,3830,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWCO24180168, GroupID:VWWCO24180168, Print:Embroidered, StyleID:VWWCO2418016801","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Co-ords, Cotton Collection, Earth-friendly Fabrics, Essential Closet, Festive Essentials, Flash Sale, Floral Collection, Hidden Gems, Influencer Picks, Just In!, Kalki Koechlin | Shop The Look, Mira's Casual Wardrobe, Mira's collection, Natural Fabrics, Perfect Match!, Pink Snow, Spotted_New Collection, The Hourglass Closet, The Rakhi Edit, The Rectangle Closet, TOP HOURGLASS, Unstoppably You!, White Bloom"
16712,Bayli|Contrast Schiffli Co-Ord,"Whoâ€™s ready to rock the classic boho chic look? This white crop top and flared skirt featuring a bohemian print is cool, casual and comfy. Crafted from cotton, embroidered in contrast schiffli, sail through any occasion effortlessly. And since cotton is more sustainable, it is also a mindful choice.",Co-Ord,virgio,2980,2980,0,"BadgeColour:#FDFDFD, Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWCO24180127, GroupID:VWWCO24180127, Print:Embroidered, StyleID:VWWCO2418012701","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Celeb Selects, Co-ords, Content Creator Edit, Cotton Collection, Date Collection, Earth-friendly Fabrics, Essential Closet, Festive Essentials, Flash Sale, Floral Collection, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Mira's Casual Wardrobe, Natural Fabrics, Perfect Match!, Pink Snow, Spotted_New Collection, Styles for Content, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, Threads of Freedom, Vacation Vibe, White Bloom"
16716,Katy|Broderie Anglais Co-Ord Set,"Contrast embroidery tube top with full length trousers is an excellent combination of super glam and casual style. Crafted from soft, breathable cotton the crop top and trousers features contrast broderie anglais embroidery, that ensures youâ€™ll stand out from the crowd. Whatâ€™s better? Cotton is a more sustainable choice.",Co-Ord,virgio,3980,3980,0,"BadgeColour:#FDFDFD, Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWCO24180130, GroupID:VWWCO24180130, Print:Embroidered, StyleID:VWWCO2418013001","ALL COLLECTIONS, Boho'Scape, Brunch Ready, Casual Essentials, Celeb Picks, Celeb Selects, Co-ords, Content Creator Edit, Cotton Collection, Date Collection, Denim & Beyond, Earth-friendly Fabrics, Essential Closet, Festive Essentials, Flash Sale, Floral Collection, Hidden Gems, Influencer Picks, Just In!, Kalki Koechlin | Shop The Look, Mira's Casual Wardrobe, Mira's collection, Mira's VIRGIO Wardrobe, Miras Style Closet, Natural Fabrics, Perfect Match, Perfect Match!, Pink Snow, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The Rakhi Edit, The Rectangle Closet, Threads of Freedom, Vacation Vibe, White Bloom"
16720,Arlyn|Glam Cotton Wrap Skirt,"Get the best of both worlds: Ultimate comfort with the gorgeous details of this white wrap skirt. Made from durable soft cotton, this skirt offers versatile styling options for an effortlessly pretty look. And we love cotton, coz it loves the planet (since cotton is more sustainable).",Skirt,virgio,1590,1590,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWSK24250098, GroupID:VWWSK24250098, Print:Embroidered, StyleID:VWWSK2425009801","ALL COLLECTIONS, Boho'Scape, Bottomwear veronica, Brunch Ready, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Essential Closet, Flash Sale, Flat 20% Edit, Hidden Gems, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, Romance Yourself, Skirts | Shorts, The Apple Closet, The Figure, The Figure 8 Closet, The Pear Closet, The White Lotus, Threads of Freedom, White Bloom"
16723,Anastasia|Schiffli Cotton Co-Ord,"A co-ord set is everyoneâ€™s favourite choice. And why not? This sleek light blue co-ord set features a crop top with a gorgeous scallop detail and super airy sleeves. It also features breathable flared mini shorts. Crafted from cotton, itâ€™s not just comfy itâ€™s also more sustainable.",Co-Ord,virgio,3230,3230,0,"Colour:Light Blue, Fabric:Cotton, Gender:Women, GID_VWWCO24160023, GroupID:VWWCO24160023, Print:Embroidered, StyleID:VWWCO2416002301","ALL COLLECTIONS, Azure Isles, Boho'Scape, Brunch Ready, Casual Essentials, Co-ords, Cotton Collection, Date Collection, Denim & Beyond, Discount Delights, Earth-friendly Fabrics, Essential Closet, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Perfect Match!, Romance Yourself, Spotted_New Collection, Styles for Content, The Rectangle Closet, Vacation Vibe"
16727,Arum Trousers|Schiffli Capri Trousers,A pair of purple culottes can add a pop of colour to your fit. These straight leg culottes can elevate a look instantly. Made from cotton itâ€™s also a super comfy choice thatâ€™s perfect for any occasion. Fun fact: Cotton is also a more sustainable fabric,Trouser,virgio,2990,2990,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWTR24160025, GroupID:VWWTR24160025, Print:Embroidered, StyleID:VWWTR2416002502","ALL COLLECTIONS, Azure Isles, Boho'Scape, Bottomwear veronica, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Essential Closet, Festive Essentials, Flash Sale, Flat 20% Edit, Hidden Gems, Hidden Gems 1, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, Styles for Content, The Apple Closet, Threads of Freedom, trousers, Vacation Vibe, White Bloom"
16735,Aretha| Broderie Anglais Cotton Dress,"Shoulder Tie-Up Mini Dress is designed to be an essential for all seasons. Embroidered in broderie anglais. Crafted from soft cotton, the dress is an easy style to carry off. It gets better - cotton is more sustainable and is easy on the planet. The best of both worlds.",Dress,virgio,3140,3140,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWDR24180167, GroupID:VWWDR24180167, Print:Embroidered, StyleID:VWWDR2418016701","ALL COLLECTIONS, Boho'Scape, Brunch Ready, Casual Essentials, Celeb Selects, Cotton Collection, Earth-friendly Fabrics, Essential Closet, Flash Sale, Flat 20% Edit, Hidden Gems, Hidden Gems 1, Kalki Koechlin | Shop The Look, Kinnari's Picks, Mira Kapoor's Mini Picks, Mira's collection, Natural Fabrics, Pink Snow, Premium Picks, Styles for Content, The Hourglass Closet, The Pear Closet, Threads of Freedom, White Bloom"
16738,Bryony Skirt|Contrast Broderie Anglais Skirt,"Thereâ€™s something so effortlessly playful about this Contrast broderie angalis embroidered skirt featuring a smocked waist. Crafted from soft cotton, stay comfortable while you shimmy shimmy on the dance floor. And cotton is a more sustainable choice, so itâ€™s a big YAY!",Skirt,virgio,2240,2240,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWSK24180168, GroupID:VWWSK24180168, Print:Embroidered, StyleID:VWWSK2418016801","ALL COLLECTIONS, Boho'Scape, Bottomwear veronica, Casual Essentials, Cotton Collection, discount year end sale, Earth-friendly Fabrics, Essential Closet, Flash Sale, Hidden Gems, Hidden Gems 1, Influencers Edit-2, Kalki Koechlin | Shop The Look, Kinnari's Picks, Natural Fabrics, Pink Snow, Skirts | Shorts, The Apple Closet, White Bloom"
16742,Bryony Top|Contrast Broderie Anglais Top,"There's something irresistibly stylish about this white crop top, featuring elegant puff sleeves and broderie angalis embroidery. Made from soft cotton, it ensures you stay comfortable as you dance the night away. Plus, with cotton being a more sustainable choice, it's a big YAY!",Top,virgio,1590,1590,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWTO24180168, GroupID:VWWTO24180168, Print:Embroidered, StyleID:VWWTO2418016801","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Discount Delights, Earth-friendly Fabrics, Essential Closet, Flash Sale, Flat 20% Edit, Hidden Gems, Hidden Gems 1, Influencers Edit-2, Kalki Koechlin | Shop The Look, Kinnari's Picks, Natural Fabrics, Pink Snow, The Pear Closet, Topwear, White Bloom"
16745,Bayli Top|Contrast Schiffli Cotton Top,"Ready to embrace the classic boho chic vibe? This white crop top adorned with a bohemian print exudes cool, casual, and comfy vibes. Crafted from cotton, embroidered in Schiffli, it effortlessly sails through any occasion. And with cotton being more sustainable, it's also a mindful choice.",Top,virgio,1290,1290,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWTO24180127, GroupID:VWWTO24180127, Print:Embroidered, StyleID:VWWTO2418012701","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Essential Closet, Flash Sale, Flat 20% Edit, Hidden Gems, Hidden Gems 1, Influencers Edit-2, Kalki Koechlin | Shop The Look, Kinnari's Picks, Natural Fabrics, Pink Snow, Styles for Content, The Hourglass Closet, The Pear Closet, Topwear, White Bloom"
16748,Bayli Skirt|Contrast Schiffli Cotton Skirt,"Get ready to make a boho statement with this captivating flared skirt. Featuring an intricate bohemian print, it effortlessly combines style and comfort. Crafted from soft cotton, embroidered in contrast schiffli, it ensures a breezy and delightful experience at any event. Plus, opting for cotton aligns with sustainability goals, making it a conscientious choice for your wardrobe.",Skirt,virgio,1690,1690,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWSK24180127, GroupID:VWWSK24180127, Print:Embroidered, StyleID:VWWSK2418012701","ALL COLLECTIONS, Boho'Scape, Bottomwear veronica, Casual Essentials, Cotton Collection, discount year end sale, Earth-friendly Fabrics, Essential Closet, Flash Sale, Hidden Gems, Hidden Gems 1, Influencers Edit-2, Kalki Koechlin | Shop The Look, Kinnari's Picks, Natural Fabrics, Pink Snow, Skirts | Shorts, Styles for Content, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, White Bloom"
16752,Katy Trouser| Broderie Anglais Trousers,"Elevate your casual ensemble with these full-length trousers. Adorned with a captivating Contrast Broderie Anglais embroidery, they offer a perfect balance of style and comfort. Crafted from soft, breathable cotton, they're not only chic but also eco-conscious, making them a standout choice for any occasion.",Trouser,virgio,2490,2490,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWTR24180130, GroupID:VWWTR24180130, Print:Embroidered, StyleID:VWWTR2418013001","ALL COLLECTIONS, Boho'Scape, Bottomwear veronica, Casual Essentials, Content Creator Edit, Cotton Collection, Creator's Edit, Earth-friendly Fabrics, Essential Closet, Festive Essentials, Flash Sale, Floral Collection, Hidden Gems, Hidden Gems 1, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, Soha's wardrobe, The Apple Closet, The Hourglass Closet, The Pear Closet, The Virgio Promise, trousers, White Bloom"
16757,Carleen|Contrast Broderie Anglais Dress,"Make your affair with boho chic prints official. This white cowl sleeve mini dress is your new go-to look. Crafted from soft, breathable cotton the dress features a skater silhouette which means ultimate comfort. Made out of Contrast Broderie anglais embroidery.",Dress,virgio,2840,2840,0,"BadgeColour:#FDFDFD, Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWDR24180126, GroupID:VWWDR24180126, Print:Embroidered, StyleID:VWWDR2418012601","ALL COLLECTIONS, Boho'Scape, Brunch Ready, Casual Essentials, Cotton Collection, Date Collection, Dresses, Earth-friendly Fabrics, Essential Closet, Festive Essentials, Flash Sale, Floral Collection, Hidden Gems 1, Influencers Edit-2, Kalki Koechlin | Shop The Look, Kinnari's Picks, Mira's Casual Wardrobe, Mira's collection, Mira's VIRGIO Wardrobe, Natural Fabrics, Pink Snow, Premium Picks, Styles for Content, The Hourglass Closet, The Pear Closet, The Rakhi Edit, Threads of Freedom, TOP HOURGLASS, White Bloom"
16764,Katy Top| Broderie Anglais Bandeau,"Step into the realm of chic with this white tube top. Boasting a striking bohemian print, it blends glamour with casual flair effortlessly. Crafted from soft, breathable cotton, it ensures comfort while making a statement. Plus, opting for cotton reflects a commitment to sustainability.",Top,virgio,1490,1490,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWTO24180130, GroupID:VWWTO24180130, Print:Embroidered, StyleID:VWWTO2418013001","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Content Creator Edit, Cotton Collection, Creator's Edit, Earth-friendly Fabrics, Essential Closet, Festive Essentials, Flash Sale, Floral Collection, Hidden Gems, Hidden Gems 1, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, Soha's wardrobe, Stripes & Casuals, The Hourglass Closet, The Pear Closet, The Virgio Promise, Tops, Topwear, White Bloom"
16768,Bonnie Top|Schiffli Strap Top,"This purple cami crop top is designed to be an essential for all seasons. Crafted from soft cotton, the top is an easy style to carry off. It gets better - cotton is more sustainable and is easy on the planet. The best of both worlds.",Top,virgio,1490,1490,0,"Colour:Purple, Fabric:Cotton, Gender:Women, GID_VWWTO24200092, GroupID:VWWTO24200092, Print:Embroidered, StyleID:VWWTO2420009201","ALL COLLECTIONS, Azure Isles, Boho'Scape, Casual Essentials, Cotton Collection, Date Collection, discount year end sale, Earth-friendly Fabrics, Essential Closet, Festive Essentials, Flash Sale, Hidden Gems, Hidden Gems 1, Kalki Koechlin | Shop The Look, Kinnari's Picks, Mira's Casual Wardrobe, Natural Fabrics, Party Wear, Stripes & Casuals, Summer Capsule, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The Rakhi Edit, Threads of Freedom, TOP HOURGLASS, Tops, Topwear, Vacation Vibe"
16772,Celine|Schiffli Cotton Tiered Skirt,"Get the best of both worlds: Ultimate comfort with the gorgeous details of this light blue high low skirt. Made from durable soft cotton, embroidered in schiffli , this skirt offers versatile styling options for an effortlessly pretty look. And we love cotton, coz it loves the planet (since cotton is more sustainable).",Skirt,virgio,2840,2840,0,"BadgeColour:#FDFDFD, Colour:Light Blue, Fabric:Cotton, Gender:Women, GID_VWWSK24200094, GroupID:VWWSK24200094, Print:Embroidered, StyleID:VWWSK2420009401","ALL COLLECTIONS, Boho'Scape, Bottomwear veronica, Brunch Ready, Casual Essentials, Cotton Collection, discount year end sale, Earth-friendly Fabrics, Essential Closet, Flash Sale, Hidden Gems, Hidden Gems 1, Influencers Edit-2, Kalki Koechlin | Shop The Look, Kinnari's Picks, Midnight Sapphire, Mira's Casual Wardrobe, Natural Fabrics, Skirts | Shorts, Stripes & Casuals, The Rakhi Edit, Vacation Vibe, Work Wear"
16791,Izora|Schiffli Cotton Dress,"This white mini dress with back tie-up has effortless style written all over it. Crafted from soft cotton, this dress features airy puffed sleeves with a breathable fit and flare silhouette. Apart from being super comfy, cotton is also a more sustainable choice. Embroidered in contrast Broderie Anglais.",Dress,virgio,2840,2840,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWDR24200095, GroupID:VWWDR24200095, Print:Embroidered, StyleID:VWWDR2420009501","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Discount Delights, Dresses, Earth-friendly Fabrics, Essential Closet, Festive Essentials, Flash Sale, Flat 20% Edit, Hidden Gems, Hidden Gems 1, Influencer Picks, Kalki Koechlin | Shop The Look, Mira Kapoor's Mini Picks, Mira's Casual Wardrobe, Mira's collection, Natural Fabrics, Pink Snow, Romance Yourself, Spotted_New Collection, The Figure, The Figure 8 Closet, The Pear Closet, The Rakhi Edit, The Rectangle Closet, Vacation Vibe, White Bloom"
16806,Marlin Top| Cotton Tiered Top,"Oh-so-pretty! This white tiered top features a front open placket that instantly elevates the look. Crafted from soft cotton, the top scores high on the comfort factor and on the sustainability quotient. Talk about versatility!",Top,virgio,1840,1840,0,"Colour:Ecru White, Fabric:Cotton, Gender:Women, GID_VWWTO24160020, GroupID:VWWTO24160020, Print:Embroidered, StyleID:VWWTO2416002001","ALL COLLECTIONS, Boho'Scape, Brunch Ready, Casual Essentials, Cotton Collection, Date Collection, discount year end sale, Earth-friendly Fabrics, Entwine & Whirl, Essential Closet, Flash Sale, Floral Collection, Hidden Gems, Hidden Gems 1, Kalki Koechlin | Shop The Look, Kinnari's Picks, Mira's Casual Wardrobe, Natural Fabrics, Pink Snow, Stripes & Casuals, Styles for Content, Summer Capsule, The Pear Closet, Tops, Topwear, White Bloom"
